id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4555241,"Clean, Cozy, Close to City (15min)",23342410,Amy,Queens,Astoria,40.75863,-73.92792,Entire home/apt,99,30,0,,,1,0
4567703,2 Bdr Cozy Apartment in Park Slope,22935835,Gislane,Brooklyn,Gowanus,40.66809,-73.99113,Entire home/apt,150,30,0,,,1,0
4574224,GREAT SPACIOUS PRIVATE ROOM,11308807,Mathew,Manhattan,Harlem,40.82225,-73.95266,Private room,65,30,0,,,1,0
4581479,æ›¼å“ˆé¡¿ä¸Šè¥¿åŒºæž—è‚¯ä¸­å¿ƒé™„è¿‘ä¼˜è´¨å…¬å¯“çŸ­ç§Ÿï¼,23748343,Apple,Manhattan,Upper West Side,40.77334,-73.99031,Shared room,80,30,0,,,1,0
4581788,,21600904,Lucie,Brooklyn,Williamsburg,40.7137,-73.94378,Private room,150,30,0,,,1,0
4581942,"Clean, Cozy - South ParkSlope - NYC",4618480,Justin,Brooklyn,Sunset Park,40.65687,-74.00489,Private room,75,30,0,,,1,0
4582087,Thanksgiving Vacation,23751556,Tai,Manhattan,Hell's Kitchen,40.75835,-73.99286,Private room,200,30,0,,,1,0
4586330,Artist Loft in Greenpoint/Williamsb,23677128,Darby,Brooklyn,Greenpoint,40.72529,-73.95482,Private room,80,30,0,,,1,0
4587905,New 2 br Apt Williamsburg,3693416,Carolina,Brooklyn,Greenpoint,40.72215,-73.95004,Entire home/apt,450,30,0,,,1,0
4588689,One Bedroom East Village New York,5926785,Cynthia,Manhattan,East Village,40.72556,-73.98504,Entire home/apt,205,30,0,,,1,0
4611256,Upper East Side Manhattan,626876,Kimberly,Manhattan,Upper East Side,40.78097,-73.95035,Private room,250,30,0,,,2,0
4611295,Upper East Side Manhattan #2,626876,Kimberly,Manhattan,Upper East Side,40.77925,-73.94946,Private room,250,30,0,,,2,0
4612401,Bushwick Pad,21906247,Sam,Brooklyn,Bedford-Stuyvesant,40.69295,-73.93537,Private room,70,1,0,,,1,0
4619579,One bedroom loft in West Village,23929065,Eli,Manhattan,West Village,40.73137,-74.00923,Entire home/apt,450,30,0,,,1,0
4620505,1br - Williamsburg Luxury Sublet,12511067,Jaclyn,Brooklyn,Williamsburg,40.71824,-73.95205,Entire home/apt,95,30,0,,,1,0
4620962,Beautiful one bedroom apt 850 sqf!!,21685221,Sael,Manhattan,Upper West Side,40.79292,-73.97089,Entire home/apt,199,1,0,,,1,0
4636323,1x furnished Bdr in 2Bdr Apt-Wburg,24006197,Piper,Brooklyn,Williamsburg,40.71206,-73.93691,Private room,95,30,0,,,1,0
4638668,Beautiful Apartment in Greenpoint,6569891,Brandon,Brooklyn,Greenpoint,40.73386,-73.95582,Private room,150,30,0,,,1,0
4639451,Comfortable Greenpoint Bedroom,24020898,Rebekah,Brooklyn,Greenpoint,40.72647,-73.94652,Private room,55,30,0,,,1,0
4677469,Cozy 1-BDR apartment on Manhattan,24191104,Timur,Manhattan,Morningside Heights,40.81136,-73.95864,Entire home/apt,125,30,0,,,1,0
4678742,2 Bedroom West Village Manhattan,24195790,Patrick,Manhattan,Greenwich Village,40.73323,-73.9977,Entire home/apt,600,30,0,,,1,0
4678795,sunny & spacious one-bedroom,24048208,Maura,Brooklyn,Bedford-Stuyvesant,40.68479,-73.95732,Entire home/apt,140,30,0,,,1,0
4685985,Living room & Bedroom_Williamsburg,4357223,Itziar,Brooklyn,Williamsburg,40.70707,-73.9532,Private room,120,30,0,,,1,0
4687730,"PRICE REDUCED! Clean, safe, & roomy",529546,Aditi,Manhattan,Hell's Kitchen,40.76858,-73.98704,Private room,145,30,0,,,2,0
4699061,Cosy room in Brooklyn!2min to Sbwy,24291213,Joerg,Brooklyn,Sunset Park,40.64009,-74.01714,Private room,35,30,0,,,2,0
4699123,Huge Bdr in Loft in Williamsburg,11708876,Paloma,Brooklyn,Williamsburg,40.71211,-73.96153,Private room,90,30,0,,,1,0
4699289,Charming two bedroom in Greenpoint,17014518,Jessica,Brooklyn,Greenpoint,40.7299,-73.95387,Entire home/apt,180,30,0,,,1,0
4700809,Cozy Two-bedroom Apt in a Cute House in Brooklyn!,24298733,Tuva,Brooklyn,Kensington,40.6367,-73.97434,Private room,35,30,0,,,2,0
4710310,GREAT ROOM IN ASTORIA QUEENS,24344136,Steffany,Queens,Astoria,40.76888,-73.90807,Private room,70,30,0,,,1,0
4716349,Fully Furnished Private Bedroom,21208237,Sam,Manhattan,East Harlem,40.79341,-73.94485,Private room,80,30,0,,,1,0
4720142,"Fresh, Quite and Poppin.",21466735,Stephen,Brooklyn,Carroll Gardens,40.68234,-73.9932,Private room,65,30,0,,,1,0
4720558,Room in a 4 bedroom Apt. in Harlem,14140782,Adam,Manhattan,Harlem,40.81578,-73.95121,Private room,80,30,0,,,1,0
4720752,Huge Sunny Room in UES Townhouse,23752440,Cris,Manhattan,Upper East Side,40.77065,-73.95702,Private room,175,30,0,,,1,0
4724857,Bed-Stuy Brownstone,12729740,Petey,Brooklyn,Bedford-Stuyvesant,40.68681,-73.93054,Private room,75,30,0,,,1,0
4726749,Harlem,11686822,Douglas,Manhattan,Harlem,40.81169,-73.94301,Private room,75,30,0,,,1,0
4727912,"Cosy 2 bed, Gramercy, NYC Apartment",24415699,Charlie,Manhattan,Civic Center,40.71354,-74.00511,Entire home/apt,199,30,0,,,1,0
4729374,Sunny Private Bedroom in Bushwick,799566,Sarah,Brooklyn,Bushwick,40.69692,-73.93353,Private room,80,30,0,,,1,0
4730379,Bedroom in Spacious East Village Apt,10503555,Amanda,Manhattan,East Village,40.72717,-73.991,Private room,55,30,0,,,1,0
4738250,room in prime williamsburg,24461143,Jisoo,Brooklyn,Williamsburg,40.71754,-73.96228,Private room,77,1,0,,,1,0
4748873,Capturing Meditation Style Room,24508767,Angelina,Brooklyn,Williamsburg,40.71174,-73.94353,Private room,100,30,0,,,1,0
4752020,Historic Jumel Terrace Manhattan,24454906,Kristopher,Manhattan,Washington Heights,40.83301,-73.9394,Entire home/apt,225,30,0,,,1,0
4753918,Bushwick Duplex 3 (suite),3709510,Deacon,Brooklyn,Bushwick,40.69244,-73.92516,Private room,125,2,0,,,3,338
4754646,Room in a great UWS apartment,6649124,Yuval,Manhattan,Upper West Side,40.80158,-73.96443,Private room,70,30,0,,,1,0
4756125,HabitaciÃ³n muy soleada en Bushwick!,2702777,Vicky,Brooklyn,Bushwick,40.69787,-73.91536,Private room,55,30,0,,,1,0
4756856,,1832442,Carolina,Brooklyn,Bushwick,40.69869,-73.92852,Private room,70,30,0,,,1,0
4762718,Unique 1BR / Upper West Side,22814290,Maximiliano,Manhattan,Upper West Side,40.78321,-73.98448,Entire home/apt,250,30,0,,,1,0
4763327,"Luxurious, best location, spa inc'l",24576978,,Brooklyn,Greenpoint,40.72119,-73.95279,Entire home/apt,195,30,1,10/20/2015,0.01,1,0
4766819,1 bedroom in Prime Williamsburg,13705706,Rebecca,Brooklyn,Williamsburg,40.71887,-73.94845,Private room,65,30,0,,,1,0
4768030,East Harlem Private Room,24598868,Elijah,Manhattan,East Harlem,40.79588,-73.93646,Private room,80,30,0,,,1,0
4773286,Charming Northern Manhattan Studio,322079,Taleigh,Manhattan,Washington Heights,40.85332,-73.93204,Entire home/apt,75,90,0,,,1,0
4773463,Bright new studio in heart of LIC,7156474,Haley,Queens,Long Island City,40.74651,-73.954,Entire home/apt,175,30,0,,,1,0
4774629,Beautiful Spacious Suite..,1660841,Syreeta,Brooklyn,Prospect-Lefferts Gardens,40.65713,-73.9537,Private room,90,30,0,,,1,0
4774658,,24625694,Josh,Manhattan,Washington Heights,40.85111,-73.93009,Private room,40,30,0,,,1,0
4777063,Big Sunny Room 10secs from L train,1641589,Lauren,Brooklyn,Williamsburg,40.71244,-73.94139,Private room,60,30,0,,,1,0
4777597,Beautiful Apt - Flatiron/ Chelsea,10319096,Saville,Manhattan,Flatiron District,40.74084,-73.99247,Entire home/apt,215,30,0,,,1,0
4781069,Cool Room In Cool Harlem,482242,Roy,Manhattan,Harlem,40.81651,-73.94319,Private room,59,30,0,,,1,0
4782252,PENTHOUSE STUDIO WITH LARGE TERRACE,24657274,Daniel,Manhattan,Upper West Side,40.78983,-73.97874,Entire home/apt,175,30,0,,,1,0
4785105,Cozy Nolita Apt - 1 BDR + Study,18156463,Bethany,Manhattan,NoHo,40.72522,-73.9946,Entire home/apt,149,30,0,,,1,0
4785563,Holiday Sublet in Carroll Gardens,1977947,Stephanie,Brooklyn,Carroll Gardens,40.67725,-73.99968,Private room,100,30,0,,,1,0
4791964,Bohemian Retreat in Williamsburg,1725974,Elani,Brooklyn,Williamsburg,40.70977,-73.95879,Private room,100,30,0,,,1,0
4792192,BROOKLYN Authentic artsy LOFT :),16297020,Katarzyna,Brooklyn,Williamsburg,40.71234,-73.96601,Private room,80,30,0,,,1,0
4792219,"Heart of Astoria, Spacious 2 bdrm, 15min to City!",11479819,Marnie,Queens,Astoria,40.76101,-73.92224,Entire home/apt,125,30,0,,,1,0
4795088,Charming West Harlem Apartment,24711105,Stephanie,Manhattan,Harlem,40.82972,-73.94877,Private room,104,30,0,,,1,0
4803244,Fabulous bedroom in the heart of BK,24744819,Diego Fernando,Brooklyn,Bedford-Stuyvesant,40.68393,-73.9502,Private room,50,30,0,,,1,0
4803623,great location luxury buiding,24747103,Rachel,Manhattan,Hell's Kitchen,40.7646,-73.98799,Entire home/apt,225,30,0,,,1,0
4809056,Entire Basement + Yard Access.,5715779,Jessi,Brooklyn,Williamsburg,40.70508,-73.93048,Shared room,95,30,0,,,1,0
4813236,beautiful ROOFTOP apartment,24789838,Alex,Brooklyn,Bushwick,40.69023,-73.91009,Private room,37,30,0,,,2,0
4814075,EPIC east village room!,24793480,Nathan,Manhattan,East Village,40.72771,-73.98549,Private room,100,30,0,,,1,0
4822557,Cozy room in Brooklyn!!,24832418,Patrick,Brooklyn,Bedford-Stuyvesant,40.69253,-73.94681,Private room,90,30,0,,,1,0
4823959,Private room for 2 in cool BK apt,24633966,Phil,Brooklyn,Kensington,40.64488,-73.9705,Private room,50,30,0,,,1,0
4824808,Cozy Room in Crown Heights,24844547,Cristina,Brooklyn,Crown Heights,40.67096,-73.95156,Private room,50,30,0,,,1,0
4824849,2 Bedrooom- near Columbus Circle.,24844621,Paul,Manhattan,Midtown,40.76609,-73.98038,Entire home/apt,200,30,0,,,1,0
4830154,"Furnished room with Bed, Closet, TV",24865745,Subramanian,Queens,Ozone Park,40.68182,-73.84442,Private room,45,30,0,,,1,0
4830158,Loft in Brooklyn / Clinton Hill,21191214,Alex,Brooklyn,Clinton Hill,40.68199,-73.96338,Entire home/apt,99,5,0,,,1,0
4833294,Spacious Apt-1 BDRM & Office,24878584,Spencer,Manhattan,East Village,40.72999,-73.98764,Private room,180,30,0,,,1,0
4840211,Cozy Queen BR in Hell's Kitchen,24821875,Rosalia,Manhattan,Hell's Kitchen,40.76431,-73.98965,Private room,200,30,0,,,1,0
4840841,"Quiet, Modern Gem in LES w balcony!",4244200,Claire,Manhattan,Lower East Side,40.7202,-73.98667,Entire home/apt,200,30,0,,,1,0
4840977,Spacious Chinatown/LES 2 Bedroom,24913141,Mara,Manhattan,Chinatown,40.71626,-73.9913,Entire home/apt,300,30,0,,,1,0
4842507,Two Bedrooms in Chelsea Apartment,6954001,Arian,Manhattan,Chelsea,40.74241,-73.99863,Private room,150,30,0,,,1,0
4849266,Room for rent in Sheepshead bay,24950473,Dasha,Brooklyn,Sheepshead Bay,40.58414,-73.95489,Private room,50,30,0,,,1,0
4850000,1 Bedroom in Bushwick APT,22219331,Sam,Brooklyn,Bushwick,40.70141,-73.91782,Private room,65,30,0,,,1,0
4853287,Currently Not Avail,23621417,Agel,Brooklyn,Williamsburg,40.71026,-73.9509,Entire home/apt,120,30,0,,,1,0
4854552,Apartment Downtown New York,24973819,Wen,Manhattan,Stuyvesant Town,40.73001,-73.97579,Private room,600,30,0,,,1,0
4861046,Beautiful light cozy apartment,7355953,Carmen,Queens,Astoria,40.75741,-73.92509,Entire home/apt,125,30,0,,,1,0
4868048,Room in Down town Brooklyn Parkslop,15442902,Akim,Brooklyn,Boerum Hill,40.6832,-73.98109,Private room,60,30,0,,,1,0
4873699,"Classic Tenement 1BR, Center of LES",22840947,Michael,Manhattan,Chinatown,40.71633,-73.99133,Entire home/apt,140,30,0,,,1,0
4879530,LUXURY PRIVATE MANHATTAN APARTMENT,25102191,Andy,Manhattan,East Harlem,40.80824,-73.93987,Entire home/apt,125,30,0,,,1,0
4884601,1BD UWS Apt. 1 block from C. Park,12417880,Carson,Manhattan,Upper West Side,40.79417,-73.96461,Entire home/apt,225,30,0,,,1,0
4885240,2BR Entire Floor Apt in Flatiron,210602,Deepen,Manhattan,Flatiron District,40.7408,-73.99065,Entire home/apt,300,30,0,,,1,0
4886168,One bed room with Manhattan view .prospect heights,25137999,Hossam,Brooklyn,Crown Heights,40.67332,-73.95936,Private room,60,30,0,,,1,89
4891172,Peaceful 1BD in Historic W. Harlem,14813211,Vriana,Manhattan,Harlem,40.82008,-73.94542,Entire home/apt,89,30,0,,,1,0
4891477,Bedford Loft in Williamsburg,6438118,Zachary,Brooklyn,Williamsburg,40.71279,-73.9641,Private room,55,3,0,,,1,0
4896937,Cute 1 Bedroom in 2BR Apartment,9845403,Lenur,Queens,Long Island City,40.75357,-73.92295,Private room,70,1,0,,,1,0
4901020,Summer sublet sunny room in Harlem,10450922,Prerna,Manhattan,Harlem,40.80668,-73.95342,Private room,80,50,0,,,1,0
4902025,BIG ROOM IN BROOKLYN!!,5564276,Monica,Brooklyn,Bedford-Stuyvesant,40.68998,-73.95465,Private room,75,30,0,,,1,0
4903082,do not use,25241743,Margareta,Manhattan,Upper East Side,40.76183,-73.96613,Entire home/apt,100,30,0,,,1,118
4907206,New Year's Eve in the Heart of NYC!,25264954,Andrew,Manhattan,Hell's Kitchen,40.7597,-73.99163,Private room,225,30,0,,,1,0
4907749,Cosy room in spacious apartment,25268374,Gabriela,Brooklyn,Crown Heights,40.6722,-73.94544,Private room,75,30,0,,,1,0
4917217,Labor Day Special: Brooklyn Base Camp,1780076,Ashleigh,Brooklyn,Crown Heights,40.67642,-73.95593,Private room,55,30,0,,,2,0
4920338,1BR 1B FULLY FURNISHED #8783,25341839,Gaby,Manhattan,Upper East Side,40.76402,-73.95916,Entire home/apt,310,30,0,,,3,365
4920448,1BR 1B FULLY FURNISHED #8703,25341839,Gaby,Manhattan,Upper West Side,40.7855,-73.9745,Entire home/apt,310,30,0,,,3,365
4920489,1BR 1B FULLY FURNISHED #8194,25341839,Gaby,Manhattan,Midtown,40.75976,-73.96447,Entire home/apt,330,30,0,,,3,365
4920912,Stylish & New Chelsea Apartment,22338025,Kerrie,Manhattan,Chelsea,40.74304,-73.9984,Entire home/apt,175,30,0,,,1,0
4930951,Quiet queen bed in bustling Greenwich Village,15824660,Jack,Manhattan,Greenwich Village,40.72915,-74.00083,Private room,60,2,0,,,1,0
4942985,Quirky BrwnStone Studio in Harlem,25476493,Taylor,Manhattan,Harlem,40.80607,-73.94805,Entire home/apt,115,30,0,,,1,0
4948953,Greenpoint apartment,19965673,Amanda,Brooklyn,Greenpoint,40.72086,-73.94609,Private room,75,30,0,,,1,0
4967114,Beautiful One Bedroom Apartment,25605887,Cindy,Manhattan,Hell's Kitchen,40.7666,-73.98475,Entire home/apt,450,30,0,,,1,0
4973452,Canal Street bedroom,693815,Jimmy,Manhattan,Chinatown,40.71652,-73.99801,Private room,75,30,0,,,1,0
4982969,Beautiful room in Brooklyn,2803589,Helida,Brooklyn,Prospect-Lefferts Gardens,40.65833,-73.95196,Private room,45,30,0,,,1,0
4994264,1 Bdrm in Luxury High Rise,41398078,Jimmy,Manhattan,Financial District,40.7076,-74.01367,Private room,125,30,0,,,1,0
5015281,Gramercy Park View Pied A Terre,25870353,Amie,Manhattan,Gramercy,40.73635,-73.98669,Entire home/apt,1000,30,0,,,1,365
5019183,Large 1 Bedroom in Brooklyn,25894037,Margaret,Brooklyn,Crown Heights,40.67409,-73.94769,Entire home/apt,125,30,0,,,1,0
5029573,Private Room w/ Bath and Balcony,25961456,Adam,Brooklyn,Prospect Heights,40.67824,-73.96514,Private room,60,30,0,,,1,0
5031539,GORGEOUS 1BR IN MIDTOWN 1/15-1/19,25974544,Patrick,Manhattan,Hell's Kitchen,40.76143,-73.987,Entire home/apt,350,30,0,,,1,0
5039939,Spacious Room in Bushwick Brooklyn,26018110,Vincent,Brooklyn,Williamsburg,40.70687,-73.9331,Private room,60,30,0,,,1,0
5040919,Furnished room in DUMBO/Fort Greene,26024349,Joyce,Brooklyn,Downtown Brooklyn,40.69745,-73.98367,Private room,200,30,0,,,1,0
5050369,East Village Ageloff Towers,23465153,Darrin,Manhattan,East Village,40.72536,-73.9856,Entire home/apt,250,30,0,,,1,0
5055033,"Railroad Apt in Greenpoint, BKLYN",26100862,Ira,Brooklyn,Greenpoint,40.72244,-73.94561,Entire home/apt,90,30,0,,,1,0
5059082,1200q Ft Studio and Event Space,12879799,Ian,Brooklyn,Williamsburg,40.71013,-73.96354,Private room,99,30,0,,,1,365
5059104,Cozy Place In Brooklyn Near Trains,26102807,Gabriel,Brooklyn,Bedford-Stuyvesant,40.68513,-73.95133,Private room,37,60,0,,,1,0
5059402,1BR with backyard in Williamsburg!,26124805,Laura,Brooklyn,Williamsburg,40.71559,-73.95701,Private room,90,30,0,,,1,0
5065630,2 Bedroom in Bed Stuy,8813443,Win,Brooklyn,Bedford-Stuyvesant,40.68487,-73.95695,Entire home/apt,83,30,0,,,1,0
5066526,Lovely Big Bedroom in Clinton Hill,26162659,Kylie,Brooklyn,Bedford-Stuyvesant,40.69494,-73.95507,Private room,70,30,0,,,1,0
5066963,Humble 1BR in Bushwick,26164700,Nico,Brooklyn,Bushwick,40.69549,-73.90979,Private room,50,30,0,,,1,0
5069145,Cozy private bedroom in duplex,26176627,Jon,Brooklyn,Bushwick,40.70171,-73.93617,Private room,53,30,0,,,1,0
5077231,Charming Bright Upper East Space,7021059,Katie,Manhattan,Upper East Side,40.77514,-73.95057,Entire home/apt,150,30,0,,,2,0
5083907,Large Room In Brownstone in Gorgeous Clinton Hill,63613,Patricia,Brooklyn,Clinton Hill,40.69079,-73.96756,Private room,45,6,0,,,2,94
5084095,Great 2 bedroom on The Upper East Side,1700398,Vered,Manhattan,Upper East Side,40.77483,-73.95237,Entire home/apt,250,30,0,,,1,0
5095493,Spacious Room/ 15 Min to Union Sq,26329065,Jacob,Brooklyn,Bushwick,40.70064,-73.94043,Private room,65,30,0,,,2,0
5104668,Alcove Studio 1 blk from Times Sq,24915685,Naveen,Manhattan,Hell's Kitchen,40.76041,-73.98947,Entire home/apt,180,30,0,,,1,0
5105632,Lovely room in Prospect Heights,15321576,Daniel,Brooklyn,Prospect Heights,40.67467,-73.96557,Private room,60,30,0,,,1,0
5131879,"Large, comfy 1br in Williamsburg!",26529661,Alexis,Brooklyn,Williamsburg,40.71284,-73.94679,Entire home/apt,1763,60,0,,,1,0
5136673,Spacious Brooklyn Loft/private room,8118080,Theresa,Brooklyn,Bedford-Stuyvesant,40.68701,-73.9202,Private room,40,7,0,,,1,0
5143959,Master Bedroom in Lefferts Garden,20518366,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.65811,-73.95146,Private room,65,30,0,,,2,0
5168854,Elegant 2br Times Square Apartment,26731382,Bright,Manhattan,Theater District,40.75504,-73.9879,Shared room,200,30,0,,,1,365
5172992,1br in duplex of luxury building,23386756,Daniel,Brooklyn,Williamsburg,40.70675,-73.94654,Private room,40,30,0,,,1,0
5173154,"COZY, AFFORDABLE, PVT. BEDSTUY ROOM",26756453,Tyler,Brooklyn,Bedford-Stuyvesant,40.68963,-73.94307,Private room,70,30,0,,,1,0
5181720,Bushwick Live/Work,5399418,Jennifer,Brooklyn,Bushwick,40.69092,-73.90443,Private room,30,30,0,,,1,0
5192459,Quiet Room in 4BR UWS Brownstone,10677483,Greg,Manhattan,Upper West Side,40.8021,-73.96572,Private room,70,30,0,,,1,0
5212133,Large 1 Bedroom Apartment w/ Office in Greenpoint!,2265800,Sky,Brooklyn,Greenpoint,40.72841,-73.95563,Entire home/apt,116,30,0,,,1,0
5231104,Spacious room available in Brooklyn,27072226,Winona,Brooklyn,Crown Heights,40.66906,-73.93491,Private room,40,30,0,,,1,0
5236234,"1BR, elevator, kitchen, doorman!",12762559,Jeremy,Manhattan,Upper East Side,40.78633,-73.95218,Entire home/apt,150,30,0,,,1,0
5251624,"Sunny, Warm, Comfortable Room",3114551,Jules,Brooklyn,Bushwick,40.69761,-73.92093,Private room,40,30,0,,,1,0
5251673,Quiet Space Directly Off L Train,27181264,Jaclyn,Brooklyn,Williamsburg,40.7167,-73.95709,Private room,115,30,0,,,1,0
5251719,1 Bedroom in Luxury Wall street Apt,27181498,Ben,Manhattan,Financial District,40.70411,-74.00795,Shared room,82,30,0,,,1,0
5267177,Spacious 1BR Bushwick Surfers Loft!,27263990,Lindsey,Brooklyn,Bushwick,40.69553,-73.93009,Entire home/apt,110,30,0,,,1,0
5270589,"Large, Furnished East Village Room",26732630,Bennett,Manhattan,East Village,40.72651,-73.98798,Private room,115,30,0,,,1,0
5279902,Mod. Apartment NYC w/ Outdoor Space,7181834,Juan,Manhattan,Chelsea,40.73861,-73.99482,Entire home/apt,400,30,0,,,1,0
5284341,Quiet Cottage with Private Yard,15264295,Toby,Queens,Maspeth,40.73995,-73.90568,Private room,60,30,0,,,1,0
5305619,"Newly Renovated Flat, McKibbin Loft",5663328,Scott,Brooklyn,Williamsburg,40.70576,-73.93618,Private room,75,30,0,,,1,0
5308541,Home away from Home,27497152,Anna,Manhattan,Civic Center,40.71386,-74.0052,Entire home/apt,150,30,0,,,1,83
5309343,Serene West Village Sun-flooded apt,27502743,John,Manhattan,West Village,40.73183,-74.00649,Entire home/apt,175,90,0,,,1,0
5309448,New! 1 BD in heart of Williamsburg,27503203,Caroline,Brooklyn,Williamsburg,40.71372,-73.94434,Private room,44,14,0,,,1,32
5313584,"Large Sunny Room, Crown Heights, BK",1747467,Kristina,Brooklyn,Crown Heights,40.67464,-73.95735,Private room,52,30,0,,,1,0
5319785,Charming 1-BR in Gramercy,5734689,,Manhattan,Gramercy,40.73722,-73.98039,Entire home/apt,159,30,24,02/18/2020,0.29,1,0
5335792,Great East Village bedroom NYC,7877557,Guy,Manhattan,East Village,40.72604,-73.99016,Private room,100,30,0,,,1,0
5364337,1 Private Bedroom w/ private bath,27807705,Isoke,Brooklyn,Bedford-Stuyvesant,40.68941,-73.94206,Private room,70,30,0,,,1,0
5374912,3 bedroom home for groups and families,27863482,Maryjoan,Bronx,Mott Haven,40.80899,-73.91489,Entire home/apt,385,30,0,,,2,0
5385943,Spacious Room in Awesome Apt Sublet,27919611,Matthew,Manhattan,Washington Heights,40.83242,-73.93931,Private room,28,30,0,,,1,0
5386402,Bohemian Paradise in Williamsburg,4624753,Casey,Brooklyn,Williamsburg,40.71276,-73.96254,Entire home/apt,182,30,0,,,1,0
5395116,Studio in UWS- Manhattan,14586567,Paula,Manhattan,Upper West Side,40.79217,-73.97293,Entire home/apt,150,30,0,,,1,0
5432178,Great Space in Williamsburg's Heart,28000421,Luca,Brooklyn,Williamsburg,40.71551,-73.9436,Private room,100,30,0,,,2,0
5432743,Quiet Room with a View,23163374,Kyle,Brooklyn,Bushwick,40.6985,-73.93186,Private room,60,30,0,,,1,0
5451108,Beautiful room with large windows,7159349,Marian,Brooklyn,Greenpoint,40.73556,-73.9557,Private room,75,30,0,,,1,0
5477034,Comfy room in Williamsburg Loft Apt,4687722,Mav,Brooklyn,Williamsburg,40.71501,-73.94505,Private room,85,30,0,,,1,0
5478901,Private Room in Harlem,20121732,Alison,Manhattan,Harlem,40.82205,-73.94523,Private room,60,30,0,,,1,0
5490833,Brooklyn Luxury,11463877,Marleau,Brooklyn,Bedford-Stuyvesant,40.69195,-73.93487,Private room,75,30,0,,,1,0
5536844,Park Slope Master Bedroom,28711190,Adam,Brooklyn,Park Slope,40.6682,-73.98196,Private room,75,30,0,,,1,0
5538410,Home For Medical Professionals - SUNY Downstate,26377263,Stat,Brooklyn,East Flatbush,40.65309,-73.94587,Private room,48,6,0,,,51,353
5543996,Large 1 bdrm in Brooklyn - NYC,28745989,Jordan,Brooklyn,Midwood,40.61056,-73.96558,Entire home/apt,125,30,0,,,1,0
5562394,Cozy Bedroom Off Eastern Parkway,17548709,Robert,Brooklyn,Crown Heights,40.67241,-73.95639,Private room,60,30,0,,,1,0
5569464,Sun-filled apartment in Greenpoint,2729850,Alienor,Brooklyn,Greenpoint,40.72658,-73.94031,Entire home/apt,125,30,0,,,1,0
5590400,"Charming, Artsy 1 Bedroom w/office",28984530,Genni And Stephen,Manhattan,Harlem,40.81211,-73.95323,Entire home/apt,100,30,0,,,1,0
5592990,Beautiful Morningside Heights 2 Bedroom,28988568,Sarah,Manhattan,Morningside Heights,40.80826,-73.95912,Entire home/apt,140,30,0,,,1,0
5601147,Spacious 1BR apt - Columbia U,11658596,Lucas,Manhattan,Upper West Side,40.80324,-73.96517,Entire home/apt,100,30,0,,,1,0
5618341,"Quaint 2 bdrm apt in Greenpoint, BK",11904076,Keith,Brooklyn,Greenpoint,40.72875,-73.95337,Entire home/apt,160,1,0,,,1,0
5623799,Sunny lofty BR on Express A/D line,9311147,Esther,Manhattan,Harlem,40.82407,-73.94316,Private room,49,30,0,,,1,0
5631916,One Bedroom Upper East Side,14358525,Pierre-Hubert,Manhattan,Upper East Side,40.77048,-73.955,Entire home/apt,204,30,0,,,1,0
5648549,Adorable West Village One-Bedroom,29272952,Courtney,Manhattan,West Village,40.73479,-73.99958,Entire home/apt,125,30,0,,,1,0
5661631,Home For Medical Professionals - Interfaith,26377263,Stat,Brooklyn,Bedford-Stuyvesant,40.67809,-73.93649,Private room,48,6,0,,,51,353
5672196,"Come, relax, and explore NYC",29408218,Corey,Brooklyn,Crown Heights,40.67178,-73.95272,Private room,53,30,0,,,1,0
5672471,Sunny Room close to Express Train,142695,Lynn,Brooklyn,Bedford-Stuyvesant,40.6813,-73.9476,Private room,65,30,0,,,1,0
5695509,Private room in great apt bwick,15897880,Sander,Queens,Ridgewood,40.70285,-73.90973,Private room,50,30,0,,,1,0
5726139,Room in Williamsburg,14001033,Hadrien,Brooklyn,Williamsburg,40.71239,-73.96178,Private room,65,30,0,,,1,0
5729489,PRIVATE ROOM IN BEAUTIFUL APT,27037697,Tarik,Manhattan,Civic Center,40.71347,-74.00483,Private room,110,3,0,,,1,352
5729530,1Br apt on the UES accomodates two,29707420,Riki,Manhattan,Upper East Side,40.76939,-73.9504,Entire home/apt,150,30,0,,,1,0
5735447,Charming 1BR in Brooklyn Brownstone,4471002,Janet,Brooklyn,Fort Greene,40.68876,-73.97449,Entire home/apt,200,30,0,,,1,0
5749889,Sunny back bedroom in duplex,16727332,Emily,Brooklyn,Park Slope,40.66801,-73.98142,Private room,60,30,0,,,1,0
5756241,1 bedroom in a 2 bedroom apartment,11732381,Teri,Manhattan,Midtown,40.75916,-73.96135,Entire home/apt,200,30,0,,,1,0
5756643,Spacious Private room near Columbia University,4275400,Siwen,Manhattan,Upper West Side,40.8026,-73.9637,Private room,50,30,0,,,1,0
5757509,Luxury/Midtown East,29867161,Tal,Manhattan,Murray Hill,40.74415,-73.97322,Private room,165,30,0,,,1,0
5761564,East Village - Private Room in 2 BR,10532169,Ben,Manhattan,Gramercy,40.73241,-73.98457,Private room,97,30,0,,,1,0
5766499,Sunny Bedroom in Brooklyn Loft,19735540,Hannah,Brooklyn,Bushwick,40.70834,-73.92213,Private room,55,30,0,,,1,0
