id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2425871,Newly Built Full Bedroom In TriBeCa,12399023,Ankush,Manhattan,Tribeca,40.7159,-74.00834,Private room,500,1,0,,,1,0
2446361,BIG room in Prospect Park South,12508991,Melinda,Brooklyn,Flatbush,40.64981,-73.96219,Private room,39,45,0,,,2,32
2458811,Gorgeous Private 1BR. 10m to MHTN.,4549281,Ido,Queens,Astoria,40.75859,-73.9175,Entire home/apt,83,30,0,,,1,0
2459587,Upper East Side Large 2 Bedroom,12575621,Daniel,Manhattan,East Harlem,40.78508,-73.94753,Entire home/apt,180,30,0,,,1,0
2459916,"$455 Cozy 1bd, BKLYN Sublet March",12577771,Victor,Brooklyn,Bedford-Stuyvesant,40.6895,-73.93329,Private room,18,30,0,,,1,0
2477138,Private Room: The cheapest deal!!,9089934,Siddharth,Queens,Ozone Park,40.67948,-73.85335,Private room,30,30,0,,,1,0
2529842,Hotel Living @ 'The Manhattan Club',11301701,Arielle,Manhattan,Midtown,40.76426,-73.98017,Private room,250,30,0,,,1,365
2530057,1BD in a Quiet Brownstone in Harlem,3237558,Andre,Manhattan,Harlem,40.81927,-73.94631,Private room,99,30,0,,,1,0
2584131,Large 900sf 1BR on UES,11273677,Michael,Manhattan,Upper East Side,40.77356,-73.9518,Entire home/apt,219,30,0,,,1,365
2586556,An amazingly comfortable room!,13244076,Kenneth,Brooklyn,Bushwick,40.6851,-73.91076,Private room,30,30,0,,,2,67
2598728,LUXURIOUS QUEENSIZE BEDROOM AVAILABLE,13307369,Kemorine,Queens,Hollis,40.70932,-73.75997,Private room,64,7,0,,,1,349
2599591,Emma Tapley,6575712,Emma,Manhattan,East Village,40.73162,-73.98738,Private room,174,1,0,,,2,0
2612035,UPPER WEST SIDE 2BR APT,10894722,Naftali,Manhattan,Upper West Side,40.79576,-73.96258,Entire home/apt,90,30,0,,,1,0
2635913,beautiful 2br 2bath 2 balconies.,13497325,Octavio,Brooklyn,Bedford-Stuyvesant,40.69701,-73.94351,Entire home/apt,180,30,0,,,1,0
2657689,Your Amazing Vacation Apartment!,9051298,Lydiah,Manhattan,Harlem,40.81196,-73.94511,Shared room,100,30,0,,,2,0
2695372,Charming Studio in Gramercy,13795760,Eliza Love,Manhattan,Kips Bay,40.74035,-73.98114,Entire home/apt,125,30,0,,,2,0
2716131,Luxury Midtown West 2BR Apartment Columbus Circle,9419684,Churchill,Manhattan,Midtown,40.76555,-73.9815,Entire home/apt,440,30,0,,,44,326
2722391,Beautiful Room In Williamsburg,13931194,Daniel,Brooklyn,Bedford-Stuyvesant,40.6994,-73.95209,Private room,70,30,0,,,1,0
2723554,Studio apartment Chelsea NYC,13937830,Jenniffer,Manhattan,Chelsea,40.73877,-73.99637,Entire home/apt,110,30,0,,,1,0
2735104,Midtown W. Private 1BR Apartment near Central Park,9419684,Churchill,Manhattan,Midtown,40.76523,-73.98356,Entire home/apt,293,30,0,,,44,363
2771877,Central Park Treasure,14174901,Anasha,Manhattan,Upper West Side,40.78492,-73.97256,Entire home/apt,145,30,0,,,1,0
2777003,Beautiful Two-Bedroom w/ Balcony in Bushwick,14202520,Allison,Brooklyn,Bushwick,40.70053,-73.92517,Entire home/apt,104,30,0,,,2,0
2782449,1BD on Smith St. in Carroll Gardens,621971,Ethan,Brooklyn,Carroll Gardens,40.68238,-73.99481,Entire home/apt,150,30,0,,,1,0
2791758,Brooklyn Guestroom with Balcony,2637408,,Brooklyn,Williamsburg,40.71198,-73.95011,Private room,125,3,189,12/01/2021,2.87,2,135
2793355,Huge 1 bedroom apt/natural light- entire space,8127120,Ann-Sylvia,Bronx,Norwood,40.87726,-73.88174,Entire home/apt,50,60,0,,,1,86
2793740,East Village loft; authentic NY.,9509125,Leo,Manhattan,Lower East Side,40.72078,-73.98276,Private room,275,30,0,,,1,355
2794584,One Bedroom Apartment with Natural Swimming-Pool.,251842,Virginie,Brooklyn,Bedford-Stuyvesant,40.67991,-73.93879,Entire home/apt,215,30,0,,,2,339
2814359,New York City 1 Bedrooms!,14383655,Pereira,Manhattan,Kips Bay,40.73979,-73.98016,Entire home/apt,269,30,0,,,1,365
2851945,Stylish Spacious w Lrge Deck 11231,14582705,Sioux,Brooklyn,Carroll Gardens,40.67955,-73.99547,Entire home/apt,150,2,0,,,1,0
2854050,Cozy bedroom in the heart of Bushwick,6194657,Sylvia,Brooklyn,Bushwick,40.69595,-73.92219,Private room,55,30,0,,,1,0
2863696,Live in a doll factory!,5229579,Ryan,Brooklyn,Williamsburg,40.71976,-73.96336,Private room,95,30,0,,,3,0
2909006,Loft Like Studio in Luxury Building,14861483,Brian,Manhattan,Battery Park City,40.71708,-74.01549,Entire home/apt,325,30,0,,,1,0
2958912,STUNNING! 1BD Jr in Midtown East NY,15100977,Nataliya,Manhattan,Midtown,40.76054,-73.96679,Entire home/apt,140,300,0,,,1,365
3061106,Private Room in Cozy Downtown Apt!,15581137,Maya,Manhattan,West Village,40.73229,-74.004,Private room,130,30,0,,,1,0
3105531,Bright & lovely Upper East Side apt,9306192,Su-En,Manhattan,Upper East Side,40.77562,-73.95679,Entire home/apt,750,30,0,,,1,0
3122230,Cozy Harlem Home,15859636,Kyle,Manhattan,Harlem,40.81595,-73.9447,Private room,125,30,0,,,1,0
3143649,"Lovely Apt/Room in Ditmas Park, BK",15960720,Taylor,Brooklyn,Flatbush,40.63956,-73.96569,Private room,40,30,0,,,1,0
3171234,~ PRIME location Williamsburg sunny 3BR loft ~,2416036,Hadas,Brooklyn,Williamsburg,40.71749,-73.96166,Entire home/apt,250,120,0,,,1,0
3208609,"W'burg Brooklyn, Sunny, Spacious, Private",1465030,Gautam,Brooklyn,Williamsburg,40.71193,-73.94846,Private room,70,30,0,,,1,0
3215722,Private room in a 2 Bedroom apartment,496465,Daniel,Brooklyn,Williamsburg,40.71411,-73.94263,Private room,30,30,0,,,1,0
3219835,Beautiful Row House Steps From Park,16305093,Betsy,Brooklyn,Windsor Terrace,40.65782,-73.97523,Entire home/apt,250,30,0,,,1,0
3220725,Orchard St,15646137,Joe,Manhattan,Lower East Side,40.71813,-73.99063,Entire home/apt,200,30,0,,,1,0
3223080,Modern Renovated Luxury 1BR - Soho,16319729,Tim,Manhattan,Greenwich Village,40.72808,-74.00059,Entire home/apt,179,30,0,,,1,0
3237602,STUNNING WILLIAMSBURG HOME W/GARDEN,16379550,Elizabeth,Brooklyn,Williamsburg,40.71996,-73.95704,Entire home/apt,270,30,0,,,1,0
3238355,Amazing & Bright Loft-style Room,2656209,Aurelie,Brooklyn,Williamsburg,40.70689,-73.93651,Private room,55,30,0,,,1,0
3249078,Brooklyn Heights 1.5BR and Cat Sit,1705205,Ebonie,Brooklyn,Brooklyn Heights,40.6906,-73.99339,Entire home/apt,115,30,0,,,1,0
3251638,"Subletting in CrownHeights,Brooklyn",8243983,Sara,Brooklyn,Crown Heights,40.66917,-73.94981,Private room,45,30,0,,,1,0
3265275,"2BR, UWS, Doorman, Balcony, CntrlPK",16512899,Jeremy,Manhattan,Upper West Side,40.7898,-73.9708,Entire home/apt,200,30,0,,,1,0
3291286,Private Room in great neighborhood,16628226,Rachel,Queens,Long Island City,40.7593,-73.92884,Private room,100,30,0,,,1,0
3301484,"Great Apt,  Great Area",56920,Linda,Manhattan,Upper West Side,40.80207,-73.97048,Private room,135,30,0,,,1,362
3302932,Whole beautiful house with Backyard,2082345,Rabah,Queens,Woodhaven,40.6921,-73.84813,Entire home/apt,250,30,0,,,1,0
3316877,Giant Private Townhouse w/ Garden,175694,Mia,Brooklyn,Bushwick,40.69948,-73.93898,Entire home/apt,150,30,0,,,1,0
3337808,Clean & Comfy Modern Townhouse,3655542,Alexis,Brooklyn,Boerum Hill,40.68747,-73.98221,Entire home/apt,1057,30,0,,,1,0
3363364,Cozy 1 bedroom in charming home.,16968100,Sandra,Brooklyn,East Flatbush,40.65449,-73.94244,Private room,150,30,0,,,1,364
3368427,Happy big family,4044499,Alexander,Brooklyn,Flatbush,40.65243,-73.96356,Private room,30,30,0,,,1,0
3378576,Private room in Williamsburg Apt,6273146,Jon,Brooklyn,Williamsburg,40.70935,-73.94614,Private room,250,30,0,,,1,0
3378585,Beautiful Studio Near Times Square,13535952,Nastassia,Manhattan,Hell's Kitchen,40.75946,-73.99623,Entire home/apt,300,30,0,,,1,0
3383662,Affordable Room in Beautiful Apt !,6146050,Victoria,Manhattan,Financial District,40.7094,-74.00199,Private room,84,30,0,,,2,0
3393999,Spacious 1 bd in Crown Heights,2443535,Avraham,Brooklyn,Crown Heights,40.67309,-73.93048,Entire home/apt,90,30,0,,,1,0
3399909,Super cute and sunny 2 bedroom,39304,Andrea,Brooklyn,Williamsburg,40.71907,-73.94084,Entire home/apt,180,365,0,,,1,0
3401911,Battery Park City Sunny Bedroom,17156530,Lily,Manhattan,Battery Park City,40.71111,-74.01538,Private room,109,30,0,,,1,0
3415505,Lovely Spacious Room in Bushwick,1507633,Gili,Brooklyn,Bushwick,40.69733,-73.93172,Private room,34,100,0,,,1,355
3448037,Modern Pad in Prime Williamsburg!,634096,Naomi,Brooklyn,Williamsburg,40.71662,-73.95736,Entire home/apt,250,30,0,,,1,0
3453488,Huge Loft in prime Williamsburg - monthly rental,2533026,Omar,Brooklyn,Williamsburg,40.71291,-73.95557,Entire home/apt,200,30,0,,,1,0
3455983,Perfect Apartment For Young Family,178551,Jena,Manhattan,Harlem,40.81677,-73.95304,Entire home/apt,200,30,0,,,1,0
3464727,Fabulous 1 Bedroom Apt for 1 week,17456385,Kelsey,Manhattan,Hell's Kitchen,40.76665,-73.98457,Entire home/apt,150,30,0,,,1,0
3482919,Awesome SoHo/Little Italy 1BD,4320908,David,Manhattan,Nolita,40.72099,-73.99754,Entire home/apt,175,30,0,,,1,0
3487445,Sunny and Spacious 1 bedroom apt,2553182,Esty,Manhattan,Upper East Side,40.77105,-73.94813,Entire home/apt,350,30,0,,,1,0
3489095,Location Silma,3250450,Petya,Queens,Maspeth,40.7393,-73.89958,Private room,39,30,0,,,18,364
3511934,Beautiful West Harlem brownstone,17682312,Arnold,Manhattan,Harlem,40.82947,-73.95104,Private room,84,30,0,,,1,0
3533741,Private Room in Famed Artistic Flat,17791294,Taylor,Manhattan,Hell's Kitchen,40.76878,-73.98719,Private room,110,30,0,,,1,0
3554287,Academic Summer Sublet/Sunset Park,6504434,Ayanna,Brooklyn,Sunset Park,40.64859,-74.00095,Private room,35,30,0,,,1,0
3556241,Private Bamboo Garden Studio,636319,Roger,Brooklyn,South Slope,40.66196,-73.98552,Entire home/apt,150,30,0,,,1,0
3561828,Converted Carriage House,2401823,Erin,Brooklyn,Clinton Hill,40.6853,-73.9619,Entire home/apt,46,30,0,,,1,0
3583605,2 Bedroom in Hudson Heights,18051675,Alexandra,Manhattan,Washington Heights,40.85041,-73.93815,Entire home/apt,150,30,0,,,1,0
3595503,Charming bedroom in Comfy apt,18115202,Robie,Manhattan,East Village,40.72936,-73.98933,Private room,85,1,0,,,1,0
3600518,Sunny Grammercy Park Getaway,4367602,Anne,Manhattan,Gramercy,40.73449,-73.98569,Entire home/apt,250,31,0,,,1,0
3616527,Pvt 1 Bed in Fort Greene,16669342,Matthew,Brooklyn,Fort Greene,40.69776,-73.97101,Entire home/apt,75,30,0,,,1,0
3662091,Beautiful 1 BR - Downtown Union Square,18556644,Heike,Manhattan,East Village,40.73311,-73.98941,Entire home/apt,150,62,0,,,1,358
3663423,Beautiful duplex for family w/kids,18570567,Gisela,Brooklyn,Bedford-Stuyvesant,40.68412,-73.95039,Entire home/apt,200,30,0,,,1,0
3667703,A rare 4BR duplex apartment in Clinton Hill,18604101,Pinar,Brooklyn,Clinton Hill,40.68734584,-73.96215758,Entire home/apt,300,7,0,,,1,22
3683236,Peaceful 2BR inside a brownstone,378737,Parris,Brooklyn,Bedford-Stuyvesant,40.68895,-73.92869,Private room,250,30,0,,,1,365
3703037,SUBLET in the UWS,18876264,Daniel,Manhattan,Upper West Side,40.77817,-73.97844,Entire home/apt,200,30,0,,,1,0
3706213,A Beautiful Alvoce Studio,10856201,Neda,Manhattan,Hell's Kitchen,40.76027,-73.99081,Entire home/apt,190,30,0,,,1,0
3727861,Manhattan Apartment- low rate,19044783,Jasmine,Manhattan,Harlem,40.80257,-73.9548,Private room,200,30,0,,,1,0
3739126,Beautiful Private Bedroom in Soho,3586725,Sophie,Manhattan,Lower East Side,40.72313,-73.99291,Private room,92,30,0,,,1,0
3739864,Large Bedroom in Brooklyn for June and July.,14102923,Mark,Brooklyn,Flatbush,40.65132,-73.9578,Private room,48,30,0,,,1,0
3752069,"Private House w. Backyard, 15 minutes to Manhattan",19202140,John,Brooklyn,Bushwick,40.70661,-73.92043,Entire home/apt,507,2,0,,,1,167
3780746,HUGE PRIVATE BEDROOM & BATHROOM,19395095,Steven,Manhattan,Hell's Kitchen,40.76517,-73.98828,Private room,150,30,0,,,1,0
3789265,Lovely Walk Up in the Heights,5680409,Jennifer,Manhattan,Washington Heights,40.85665,-73.92874,Shared room,100,30,0,,,1,358
3819136,BEAUTIFUL MODERN BROOKLYN LOFT/AMENITIES BUILDING!,18919268,Catalina,Brooklyn,Bedford-Stuyvesant,40.69119,-73.95464,Private room,55,30,0,,,2,358
3829039,Prime Williamsburg Brooklyn Apartment for Holidays,4702135,Jared,Brooklyn,Williamsburg,40.7129,-73.95673,Private room,150,30,0,,,1,0
3835334,UWS one br near Central Park,539204,Joaquin,Manhattan,Upper West Side,40.79956,-73.96439,Entire home/apt,145,30,0,,,1,0
3860762,Amazing Big Sunny Room with Porch,1908606,Suleman,Brooklyn,Bedford-Stuyvesant,40.68794,-73.95464,Private room,72,30,0,,,1,88
3860899,Huge room in East Williamsburg,12749383,Joseph,Brooklyn,Williamsburg,40.70684,-73.94227,Private room,60,30,0,,,1,0
3864528,Amazing Priv 1 BR in Hells Kitchen,19800918,Will,Manhattan,Hell's Kitchen,40.76053,-73.99002,Private room,200,30,0,,,1,0
3869762,Upper East Side Manhattan 1 Bed Apt,8180517,Manuel,Manhattan,Upper East Side,40.78124,-73.95227,Entire home/apt,110,30,0,,,1,0
3903284,Most amazing spot in Williamsburg,9990930,Alexander,Brooklyn,Williamsburg,40.71782,-73.95851,Private room,95,30,0,,,1,0
3917007,Williamsburg BK Studio Luxury Bldg,4718049,Anup,Brooklyn,Greenpoint,40.71952,-73.95374,Entire home/apt,150,30,0,,,1,0
3928241,1 Bedroom in the Lower East Side,14549202,Jeff,Manhattan,Lower East Side,40.71957,-73.9863,Entire home/apt,140,70,0,,,1,0
3931975,The apartment is in move in conditi,20370789,Teri,Manhattan,Upper West Side,40.79558,-73.96218,Private room,70,30,0,,,1,334
3951363,Historical Cozy Home in Bushwick,9769764,Skyler,Brooklyn,Bushwick,40.68762,-73.9162,Private room,65,30,0,,,1,0
3953415,LL2,295128,Carol Gloria,Bronx,Clason Point,40.81204,-73.85526,Private room,75,30,0,,,6,315
3970755,Sunny Junior 1 Bedroom,3164949,Robert,Brooklyn,Cobble Hill,40.68741,-73.99477,Entire home/apt,160,30,0,,,1,0
3971526,"Sunny, Spacious Room in Brooklyn!",1840581,Angelica,Brooklyn,Flatbush,40.63571,-73.96101,Private room,65,30,0,,,1,0
3971948,Charming sunny room in Brooklyn,19808313,Georgia,Brooklyn,Clinton Hill,40.68316,-73.96163,Entire home/apt,103,30,0,,,1,0
3974464,Art Studio Loft in Manhattan (UWS),20047729,Fabio,Manhattan,Upper West Side,40.7899,-73.97624,Private room,50,30,0,,,1,0
4007770,One Bedroom in Heart of Harlem,16949652,Derrick,Manhattan,Harlem,40.80655,-73.94854,Entire home/apt,275,30,0,,,1,0
4028670,Luxury 1 Bedroom Sublet,7877288,James,Manhattan,Lower East Side,40.72102,-73.98622,Entire home/apt,120,30,0,,,1,0
4031809,Prewar classic NYC apartment.,20902552,Miquel,Manhattan,Washington Heights,40.83456,-73.94344,Private room,100,30,0,,,1,0
4033998,Chic and peaceful,11818785,Fabio,Queens,Jackson Heights,40.75086,-73.88755,Private room,200,30,0,,,1,88
4041351,Private Room In A Comfy 3BR Apt,2034343,David,Brooklyn,Crown Heights,40.67152,-73.92687,Private room,80,30,0,,,1,0
4047751,Beautiful Upper West 1 BR Apartment,16325217,Sarah,Manhattan,Upper West Side,40.79053,-73.97615,Entire home/apt,260,30,0,,,1,0
4059037,Light Filled Studio,20441343,Lilah,Brooklyn,Bedford-Stuyvesant,40.69596,-73.95247,Private room,100,30,0,,,1,158
4067861,Newly Renovated BR in Heart of BK!,21096602,Khadija,Brooklyn,East Flatbush,40.64412,-73.95012,Private room,65,30,0,,,1,0
4097279,A room with a window,2705041,Alexa,Manhattan,East Village,40.73128,-73.98237,Private room,105,30,0,,,1,0
4116403,Bright Room in Great Location,4314639,Brad,Brooklyn,Crown Heights,40.67284,-73.9521,Private room,65,30,0,,,1,0
4140622,Spacious room in Bed-Stuy,21480710,Theodore,Brooklyn,Bedford-Stuyvesant,40.68514,-73.93207,Entire home/apt,100,30,0,,,2,0
4142125,Modern South Slope Studio w View,18189742,Kat,Brooklyn,Sunset Park,40.66355,-73.99547,Entire home/apt,140,30,0,,,1,0
4144630,Bedford Ave,21500500,Juan,Brooklyn,Williamsburg,40.71794,-73.95682,Private room,125,30,0,,,1,0
4163804,Classic UWS 1 Bed in Doorman Bldg,15573381,Lindsay,Manhattan,Upper West Side,40.78085,-73.98471,Entire home/apt,250,30,0,,,1,0
4189428,Gorgeous Park Slope Space & Light,21734605,Jenn,Brooklyn,Prospect Heights,40.67968,-73.97407,Entire home/apt,95,30,0,,,2,0
4190301,Cool room while I'm away!,21739563,Redding,Brooklyn,Bedford-Stuyvesant,40.69525,-73.93768,Private room,100,30,0,,,1,0
4196039,Artist's Studio Apartment,21768291,Jo,Brooklyn,Greenpoint,40.72207,-73.94005,Entire home/apt,75,30,0,,,1,0
4198391,"Manhattan 1-Bedroom, East Village",7805184,Valeria,Manhattan,East Village,40.72893,-73.98253,Entire home/apt,166,30,0,,,1,0
4199411,Greenwich Village Living!,21787420,Mo,Manhattan,Greenwich Village,40.73111,-73.99287,Entire home/apt,350,30,0,,,1,0
4203119,199 Bowery apt with private terrace,21806075,Jay,Manhattan,Nolita,40.72231,-73.99456,Private room,225,30,0,,,1,0
4203460,1 Br Near Empire State Building,12419083,Andre,Manhattan,Kips Bay,40.74321,-73.98192,Entire home/apt,270,30,0,,,1,0
4204988,Charming Soho One Bedroom + Loft,1162642,Emily,Manhattan,East Village,40.72626,-73.99173,Entire home/apt,350,30,0,,,2,0
4209595,,20700823,Jesse,Manhattan,Greenwich Village,40.73323,-73.99294,Entire home/apt,225,30,1,01/01/2015,0.01,1,0
4216435,Cozy hideaway,1361993,Daniel,Bronx,Kingsbridge,40.8838,-73.89513,Entire home/apt,110,30,0,,,1,0
4227018,Amazing View in East Williamsburg,21937306,William,Brooklyn,Williamsburg,40.71752,-73.94187,Shared room,150,30,0,,,1,0
4232356,Studio Apartment,9368118,Peter,Manhattan,Upper East Side,40.77065,-73.95163,Entire home/apt,150,30,0,,,1,0
4243533,Private Bedroom in Large Apartment,8732038,Lorna,Queens,Woodside,40.74808,-73.90404,Private room,100,30,0,,,1,0
4262120,Columbus Circle and Park Views,6914968,Lisa,Manhattan,Upper West Side,40.76797,-73.98293,Entire home/apt,2695,30,0,,,1,0
4263488,Columbus Circle 2br,7651028,Jesse,Manhattan,Hell's Kitchen,40.76842,-73.98589,Entire home/apt,150,30,0,,,1,0
4275729,Two room suite for rent in Bushwick,22198017,Ezra,Brooklyn,Bushwick,40.69341,-73.92266,Entire home/apt,100,30,0,,,1,0
4291654,Private room in Bushwick Loft,22280299,Brad,Brooklyn,Williamsburg,40.70407,-73.93562,Private room,100,30,0,,,1,0
4322711,1 Bedroom Luxury Basement Rental,77328,Jacqueline,Queens,South Ozone Park,40.67495,-73.80526,Private room,150,30,0,,,1,365
4350406,Studio apartment in heart East Village,1717520,Andrew,Manhattan,East Village,40.7239,-73.98312,Entire home/apt,150,30,0,,,1,0
4354901,Williamsburg Apt Flexible for December,14730409,Ken,Brooklyn,Williamsburg,40.70941,-73.94556,Private room,45,30,0,,,1,0
4357134,Beautiful NY Gem,7809661,Mamie,Queens,Ditmars Steinway,40.77172,-73.91769,Entire home/apt,200,30,0,,,1,0
4364924,Pre-War Gem in the heart of the UWS,22657141,Phin,Manhattan,Upper West Side,40.77695,-73.98133,Entire home/apt,350,30,0,,,1,0
4370230,,22686810,MichaÃ«l,Manhattan,Nolita,40.721,-73.99536,Entire home/apt,215,30,5,09/27/2015,0.06,1,0
4385360,Massive 1BR in the Lower East Side,7809712,Eliot,Manhattan,Lower East Side,40.71801,-73.99099,Entire home/apt,275,30,0,,,1,0
4392066,one room bushwick,5605897,Sarah,Brooklyn,Williamsburg,40.71008,-73.93729,Private room,100,30,0,,,1,0
4404818,Bountiful Space and Cozy Home,2909990,Daniel,Manhattan,Washington Heights,40.84912,-73.93732,Entire home/apt,75,30,0,,,1,0
4421826,Manhattan Studio,22927646,Chad,Manhattan,Upper East Side,40.77371,-73.95007,Entire home/apt,250,30,0,,,1,0
4430645,Brooklyn Townhouse Duplex,819257,Nina,Brooklyn,Bedford-Stuyvesant,40.68677,-73.95172,Entire home/apt,200,7,0,,,1,0
4435766,West Village - Celebrities + LIGHT,23025661,Lee,Manhattan,West Village,40.73201,-74.00541,Entire home/apt,314,30,0,,,1,0
4436185,Charming Park Slope Studio Sublet,3708965,Nicole,Brooklyn,South Slope,40.66156,-73.9874,Entire home/apt,60,30,0,,,1,0
4438931,FURNISHED CHARMING ROOM IN MANHATTA,1405374,Jane,Manhattan,Inwood,40.86551,-73.92675,Private room,57,30,0,,,1,0
4446862,Charming Room in Prospect Heights!,23077718,,Brooklyn,Crown Heights,40.67605,-73.95997,Private room,50,30,0,,,1,0
4447611,1 BR in Gramercy Park,10471097,Jared,Manhattan,Gramercy,40.73577,-73.98455,Entire home/apt,350,30,0,,,1,0
4449611,Big Duplex 1 BR/Loft w/ outdoors,16761703,Michael,Brooklyn,Bushwick,40.69735,-73.93176,Entire home/apt,165,30,0,,,1,0
4454400,NYC UES charming 1 bedroom,454009,Nicholas,Manhattan,Upper East Side,40.77548,-73.95719,Entire home/apt,250,30,0,,,1,0
4462553,Greenwich / West Village 2 Bedroom,15778416,Courtney,Manhattan,West Village,40.73106,-74.00369,Entire home/apt,175,30,0,,,2,0
4469679,Sunny Lower East Side Penthouse,19336493,Ryan,Manhattan,Chinatown,40.71556,-73.99213,Entire home/apt,325,4,0,,,1,0
4491140,Tranquility in The Heart of Astoria,15823911,Rand,Queens,Long Island City,40.76064,-73.92814,Private room,69,30,0,,,1,0
4493526,"Amazing Location, Incredible Space",23308381,Priya,Manhattan,Chelsea,40.73793,-73.99802,Private room,150,30,0,,,1,0
4497963,Iconic West Village Apartment,10225905,Kym,Manhattan,West Village,40.73474,-74.00867,Entire home/apt,250,30,0,,,1,0
4498798,FURNISHED STUDIO LUXURY BLDING,8712859,Louise,Manhattan,Hell's Kitchen,40.75656,-73.99928,Entire home/apt,74,180,0,,,1,249
4504493,Studio Apartment- Furnished,10303277,Alexis,Brooklyn,Fort Greene,40.69279,-73.9771,Entire home/apt,110,30,0,,,1,0
4508885,Upper West Apartment Block Away from Central Park!,301549,Michelle,Manhattan,Upper West Side,40.76897,-73.9824,Entire home/apt,180,30,0,,,1,0
